wavelength (nm), strehl
9.846499999999957708e+02,1.955627125047219306e-01
9.846999999999957254e+02,1.955910647898979338e-01
9.847499999999956799e+02,1.956194170837386725e-01
9.847999999999956344e+02,1.956477693858672817e-01
9.848499999999955890e+02,1.956761216959068961e-01
9.848999999999955435e+02,1.957044740134811223e-01
9.849499999999954980e+02,1.957328263382132338e-01
9.849999999999954525e+02,1.957611786697270317e-01
9.850499999999954071e+02,1.957895310076459283e-01
9.850999999999953616e+02,1.958178833515936412e-01
9.851499999999953161e+02,1.958462357011941657e-01
9.851999999999952706e+02,1.958745880560715247e-01
9.852499999999952252e+02,1.959029404158496024e-01
9.852999999999951797e+02,1.959312927801525883e-01
9.853499999999951342e+02,1.959596451486047830e-01
9.853999999999950887e+02,1.959879975208302094e-01
9.854499999999950433e+02,1.960163498964536399e-01
9.854999999999949978e+02,1.960447022750993196e-01
9.855499999999949523e+02,1.960730546563920484e-01
9.855999999999949068e+02,1.961014070399563769e-01
9.856499999999948614e+02,1.961297594254172438e-01
9.856999999999948159e+02,1.961581118123995326e-01
9.857499999999947704e+02,1.961864642005280712e-01
9.857999999999947249e+02,1.962148165894280483e-01
9.858499999999946795e+02,1.962431689787246802e-01
9.858999999999946340e+02,1.962715213680430171e-01
9.859499999999945885e+02,1.962998737570086916e-01
9.859999999999945430e+02,1.963282261452470312e-01
9.860499999999944976e+02,1.963565785323835855e-01
9.860999999999944521e+02,1.963849309180440705e-01
9.861499999999944066e+02,1.964132833018541469e-01
9.861999999999943611e+02,1.964416356834396693e-01
9.862499999999943157e+02,1.964699880624266592e-01
9.862999999999942702e+02,1.964983404384410270e-01
9.863499999999942247e+02,1.965266928111088496e-01
9.863999999999941792e+02,1.965550451800563980e-01
9.864499999999941338e+02,1.965833975449102211e-01
9.864999999999940883e+02,1.966117499052964235e-01
9.865499999999940428e+02,1.966401022608415539e-01
9.865999999999939973e+02,1.966684546111722998e-01
9.866499999999939519e+02,1.966968069559152377e-01
9.866999999999939064e+02,1.967251592946971384e-01
9.867499999999938609e+02,1.967535116271449946e-01
9.867999999999938154e+02,1.967818639528858549e-01
9.868499999999937700e+02,1.968102162715465453e-01
9.868999999999937245e+02,1.968385685827543918e-01
9.869499999999936790e+02,1.968669208861366093e-01
9.869999999999936335e+02,1.968952731813205237e-01
9.870499999999935881e+02,1.969236254679335996e-01
9.870999999999935426e+02,1.969519777456032184e-01
9.871499999999934971e+02,1.969803300139573166e-01
9.871999999999934516e+02,1.970086822726234976e-01
9.872499999999934062e+02,1.970370345212294760e-01
9.872999999999933607e+02,1.970653867594032715e-01
9.873499999999933152e+02,1.970937389867728484e-01
9.873999999999932697e+02,1.971220912029663097e-01
9.874499999999932243e+02,1.971504434076120083e-01
9.874999999999931788e+02,1.971787956003379361e-01
9.875499999999931333e+02,1.972071477807726958e-01
9.875999999999930878e+02,1.972354999485447791e-01
9.876499999999930424e+02,1.972638521032826775e-01
9.876999999999929969e+02,1.972922042446151047e-01
9.877499999999929514e+02,1.973205563721707745e-01
9.877999999999929059e+02,1.973489084855786502e-01
9.878499999999928605e+02,1.973772605844675565e-01
9.878999999999928150e+02,1.974056126684666790e-01
9.879499999999927695e+02,1.974339647372050366e-01
9.879999999999927240e+02,1.974623167903119814e-01
9.880499999999926786e+02,1.974906688274166711e-01
9.880999999999926331e+02,1.975190208481486520e-01
9.881499999999925876e+02,1.975473728521374706e-01
9.881999999999925421e+02,1.975757248390126453e-01
9.882499999999924967e+02,1.976040768084040833e-01
9.882999999999924512e+02,1.976324287599413587e-01
9.883499999999924057e+02,1.976607806932544065e-01
9.883999999999923602e+02,1.976891326079733557e-01
9.884499999999923148e+02,1.977174845037281414e-01
9.884999999999922693e+02,1.977458363801488928e-01
9.885499999999922238e+02,1.977741882368660997e-01
9.885999999999921783e+02,1.978025400735100026e-01
9.886499999999921329e+02,1.978308918897111190e-01
9.886999999999920874e+02,1.978592436850998282e-01
9.887499999999920419e+02,1.978875954593070086e-01
9.887999999999919964e+02,1.979159472119632890e-01
9.888499999999919510e+02,1.979442989426995481e-01
9.888999999999919055e+02,1.979726506511466366e-01
9.889499999999918600e+02,1.980010023369356831e-01
9.889999999999918145e+02,1.980293539996977881e-01
9.890499999999917691e+02,1.980577056390640245e-01
9.890999999999917236e+02,1.980860572546658815e-01
9.891499999999916781e+02,1.981144088461346264e-01
9.891999999999916326e+02,1.981427604131019149e-01
9.892499999999915872e+02,1.981711119551991529e-01
9.892999999999915417e+02,1.981994634720581072e-01
9.893499999999914962e+02,1.982278149633106279e-01
9.893999999999914507e+02,1.982561664285885095e-01
9.894499999999914053e+02,1.982845178675236852e-01
9.894999999999913598e+02,1.983128692797483383e-01
9.895499999999913143e+02,1.983412206648944021e-01
9.895999999999912689e+02,1.983695720225943371e-01
9.896499999999912234e+02,1.983979233524804375e-01
9.896999999999911779e+02,1.984262746541849975e-01
9.897499999999911324e+02,1.984546259273405888e-01
9.897999999999910870e+02,1.984829771715800051e-01
9.898499999999910415e+02,1.985113283865358180e-01
9.898999999999909960e+02,1.985396795718409879e-01
9.899499999999909505e+02,1.985680307271282252e-01
9.899999999999909051e+02,1.985963818520306290e-01
9.900499999999908596e+02,1.986247329461812705e-01
9.900999999999908141e+02,1.986530840092132211e-01
9.901499999999907686e+02,1.986814350407599128e-01
9.901999999999907232e+02,1.987097860404546668e-01
9.902499999999906777e+02,1.987381370079310261e-01
9.902999999999906322e+02,1.987664879428224229e-01
9.903499999999905867e+02,1.987948388447626225e-01
9.903999999999905413e+02,1.988231897133852788e-01
9.904499999999904958e+02,1.988515405483242682e-01
9.904999999999904503e+02,1.988798913492135223e-01
9.905499999999904048e+02,1.989082421156871117e-01
9.905999999999903594e+02,1.989365928473790790e-01
9.906499999999903139e+02,1.989649435439237446e-01
9.906999999999902684e+02,1.989932942049552900e-01
9.907499999999902229e+02,1.990216448301082297e-01
9.907999999999901775e+02,1.990499954190170784e-01
9.908499999999901320e+02,1.990783459713161563e-01
9.908999999999900865e+02,1.991066964866406164e-01
9.909499999999900410e+02,1.991350469646248622e-01
9.909999999999899956e+02,1.991633974049039357e-01
9.910499999999899501e+02,1.991917478071125180e-01
9.910999999999899046e+02,1.992200981708861507e-01
9.911499999999898591e+02,1.992484484958596536e-01
9.911999999999898137e+02,1.992767987816682906e-01
9.912499999999897682e+02,1.993051490279475202e-01
9.912999999999897227e+02,1.993334992343326895e-01
9.913499999999896772e+02,1.993618494004593678e-01
9.913999999999896318e+02,1.993901995259631243e-01
9.914499999999895863e+02,1.994185496104796951e-01
9.914999999999895408e+02,1.994468996536449545e-01
9.915499999999894953e+02,1.994752496550946663e-01
9.915999999999894499e+02,1.995035996144648438e-01
9.916499999999894044e+02,1.995319495313918057e-01
9.916999999999893589e+02,1.995602994055114821e-01
9.917499999999893134e+02,1.995886492364601639e-01
9.917999999999892680e+02,1.996169990238742531e-01
9.918499999999892225e+02,1.996453487673903182e-01
9.918999999999891770e+02,1.996736984666447057e-01
9.919499999999891315e+02,1.997020481212742338e-01
9.919999999999890861e+02,1.997303977309156098e-01
9.920499999999890406e+02,1.997587472952056520e-01
9.920999999999889951e+02,1.997870968137812897e-01
9.921499999999889496e+02,1.998154462862794523e-01
9.921999999999889042e+02,1.998437957123374298e-01
9.922499999999888587e+02,1.998721450915923459e-01
9.922999999999888132e+02,1.999004944236813519e-01
9.923499999999887677e+02,1.999288437082421543e-01
9.923999999999887223e+02,1.999571929449119323e-01
9.924499999999886768e+02,1.999855421333284200e-01
9.924999999999886313e+02,2.000138912731292129e-01
9.925499999999885858e+02,2.000422403639522395e-01
9.925999999999885404e+02,2.000705894054352618e-01
9.926499999999884949e+02,2.000989383972161806e-01
9.926999999999884494e+02,2.001272873389330631e-01
9.927499999999884039e+02,2.001556362302241154e-01
9.927999999999883585e+02,2.001839850707275159e-01
9.928499999999883130e+02,2.002123338600814983e-01
9.928999999999882675e+02,2.002406825979247129e-01
9.929499999999882220e+02,2.002690312838955045e-01
9.929999999999881766e+02,2.002973799176325509e-01
9.930499999999881311e+02,2.003257284987743914e-01
9.930999999999880856e+02,2.003540770269600646e-01
9.931499999999880401e+02,2.003824255018282485e-01
9.931999999999879947e+02,2.004107739230179819e-01
9.932499999999879492e+02,2.004391222901683589e-01
9.932999999999879037e+02,2.004674706029185294e-01
9.933499999999878582e+02,2.004958188609078651e-01
9.933999999999878128e+02,2.005241670637754881e-01
9.934499999999877673e+02,2.005525152111610476e-01
9.934999999999877218e+02,2.005808633027039711e-01
9.935499999999876763e+02,2.006092113380437414e-01
9.935999999999876309e+02,2.006375593168204241e-01
9.936499999999875854e+02,2.006659072386736964e-01
9.936999999999875399e+02,2.006942551032432354e-01
9.937499999999874944e+02,2.007226029101693843e-01
9.937999999999874490e+02,2.007509506590919035e-01
9.938499999999874035e+02,2.007792983496513584e-01
9.938999999999873580e+02,2.008076459814876480e-01
9.939499999999873125e+02,2.008359935542414765e-01
9.939999999999872671e+02,2.008643410675531871e-01
9.940499999999872216e+02,2.008926885210631785e-01
9.940999999999871761e+02,2.009210359144122382e-01
9.941499999999871306e+02,2.009493832472411257e-01
9.941999999999870852e+02,2.009777305191907115e-01
9.942499999999870397e+02,2.010060777299018664e-01
9.942999999999869942e+02,2.010344248790154054e-01
9.943499999999869488e+02,2.010627719661729207e-01
9.943999999999869033e+02,2.010911189910150887e-01
9.944499999999868578e+02,2.011194659531835571e-01
9.944999999999868123e+02,2.011478128523196407e-01
9.945499999999867669e+02,2.011761596880649317e-01
9.945999999999867214e+02,2.012045064600606614e-01
9.946499999999866759e+02,2.012328531679489496e-01
9.946999999999866304e+02,2.012611998113712775e-01
9.947499999999865850e+02,2.012895463899695425e-01
9.947999999999865395e+02,2.013178929033856424e-01
9.948499999999864940e+02,2.013462393512617798e-01
9.948999999999864485e+02,2.013745857332399636e-01
9.949499999999864031e+02,2.014029320489624797e-01
9.949999999999863576e+02,2.014312782980716976e-01
9.950499999999863121e+02,2.014596244802098479e-01
9.950999999999862666e+02,2.014879705950195221e-01
9.951499999999862212e+02,2.015163166421434504e-01
9.951999999999861757e+02,2.015446626212241965e-01
9.952499999999861302e+02,2.015730085319045461e-01
9.952999999999860847e+02,2.016013543738273683e-01
9.953499999999860393e+02,2.016297001466357541e-01
9.953999999999859938e+02,2.016580458499726280e-01
9.954499999999859483e+02,2.016863914834810811e-01
9.954999999999859028e+02,2.017147370468045930e-01
9.955499999999858574e+02,2.017430825395862826e-01
9.955999999999858119e+02,2.017714279614697404e-01
9.956499999999857664e+02,2.017997733120983350e-01
9.956999999999857209e+02,2.018281185911158515e-01
9.957499999999856755e+02,2.018564637981658805e-01
9.957999999999856300e+02,2.018848089328922901e-01
9.958499999999855845e+02,2.019131539949389209e-01
9.958999999999855390e+02,2.019414989839496410e-01
9.959499999999854936e+02,2.019698438995687906e-01
9.959999999999854481e+02,2.019981887414404320e-01
9.960499999999854026e+02,2.020265335092087389e-01
9.960999999999853571e+02,2.020548782025181900e-01
9.961499999999853117e+02,2.020832228210130976e-01
9.961999999999852662e+02,2.021115673643382182e-01
9.962499999999852207e+02,2.021399118321381139e-01
9.962999999999851752e+02,2.021682562240572634e-01
9.963499999999851298e+02,2.021966005397407562e-01
9.963999999999850843e+02,2.022249447788333487e-01
9.964499999999850388e+02,2.022532889409802415e-01
9.964999999999849933e+02,2.022816330258262185e-01
9.965499999999849479e+02,2.023099770330167857e-01
9.965999999999849024e+02,2.023383209621970047e-01
9.966499999999848569e+02,2.023666648130123535e-01
9.966999999999848114e+02,2.023950085851083380e-01
9.967499999999847660e+02,2.024233522781302419e-01
9.967999999999847205e+02,2.024516958917240705e-01
9.968499999999846750e+02,2.024800394255354408e-01
9.968999999999846295e+02,2.025083828792099971e-01
9.969499999999845841e+02,2.025367262523939393e-01
9.969999999999845386e+02,2.025650695447331340e-01
9.970499999999844931e+02,2.025934127558737530e-01
9.970999999999844476e+02,2.026217558854619127e-01
9.971499999999844022e+02,2.026500989331438407e-01
9.971999999999843567e+02,2.026784418985662639e-01
9.972499999999843112e+02,2.027067847813752988e-01
9.972999999999842657e+02,2.027351275812177001e-01
9.973499999999842203e+02,2.027634702977400838e-01
9.973999999999841748e+02,2.027918129305890660e-01
9.974499999999841293e+02,2.028201554794117900e-01
9.974999999999840838e+02,2.028484979438549829e-01
9.975499999999840384e+02,2.028768403235657047e-01
9.975999999999839929e+02,2.029051826181911267e-01
9.976499999999839474e+02,2.029335248273783088e-01
9.976999999999839019e+02,2.029618669507748385e-01
9.977499999999838565e+02,2.029902089880278315e-01
9.977999999999838110e+02,2.030185509387849030e-01
9.978499999999837655e+02,2.030468928026938069e-01
9.978999999999837200e+02,2.030752345794018532e-01
9.979499999999836746e+02,2.031035762685571566e-01
9.979999999999836291e+02,2.031319178698073047e-01
9.980499999999835836e+02,2.031602593828003289e-01
9.980999999999835381e+02,2.031886008071843164e-01
9.981499999999834927e+02,2.032169421426074374e-01
9.981999999999834472e+02,2.032452833887178345e-01
9.982499999999834017e+02,2.032736245451639279e-01
9.982999999999833562e+02,2.033019656115939433e-01
9.983499999999833108e+02,2.033303065876565785e-01
9.983999999999832653e+02,2.033586474730002813e-01
9.984499999999832198e+02,2.033869882672739160e-01
9.984999999999831743e+02,2.034153289701260137e-01
9.985499999999831289e+02,2.034436695812056051e-01
9.985999999999830834e+02,2.034720101001615822e-01
9.986499999999830379e+02,2.035003505266430868e-01
9.986999999999829924e+02,2.035286908602992051e-01
9.987499999999829470e+02,2.035570311007791622e-01
9.987999999999829015e+02,2.035853712477323774e-01
9.988499999999828560e+02,2.036137113008081034e-01
9.988999999999828106e+02,2.036420512596557875e-01
9.989499999999827651e+02,2.036703911239254317e-01
9.989999999999827196e+02,2.036987308932663998e-01
9.990499999999826741e+02,2.037270705673286109e-01
9.990999999999826287e+02,2.037554101457617894e-01
9.991499999999825832e+02,2.037837496282160488e-01
9.991999999999825377e+02,2.038120890143415298e-01
9.992499999999824922e+02,2.038404283037881515e-01
9.992999999999824468e+02,2.038687674962061658e-01
9.993499999999824013e+02,2.038971065912461855e-01
9.993999999999823558e+02,2.039254455885583794e-01
9.994499999999823103e+02,2.039537844877934714e-01
9.994999999999822649e+02,2.039821232886017965e-01
9.995499999999822194e+02,2.040104619906343286e-01
9.995999999999821739e+02,2.040388005935416804e-01
9.996499999999821284e+02,2.040671390969749366e-01
9.996999999999820830e+02,2.040954775005848210e-01
9.997499999999820375e+02,2.041238158040226125e-01
9.997999999999819920e+02,2.041521540069392848e-01
9.998499999999819465e+02,2.041804921089861724e-01
9.998999999999819011e+02,2.042088301098148317e-01
9.999499999999818556e+02,2.042371680090763753e-01
9.999999999999818101e+02,2.042655058064223594e-01
1.000049999999981765e+03,2.042938435015046184e-01
1.000099999999981719e+03,2.043221810939747085e-01
1.000149999999981674e+03,2.043505185834845195e-01
1.000199999999981628e+03,2.043788559696859408e-01
1.000249999999981583e+03,2.044071932522307511e-01
1.000299999999981537e+03,2.044355304307712284e-01
1.000349999999981492e+03,2.044638675049596233e-01
1.000399999999981446e+03,2.044922044744478529e-01
1.000449999999981401e+03,2.045205413388885562e-01
1.000499999999981355e+03,2.045488780979341226e-01
1.000549999999981310e+03,2.045772147512369687e-01
1.000599999999981264e+03,2.046055512984498725e-01
1.000649999999981219e+03,2.046338877392254729e-01
1.000699999999981173e+03,2.046622240732165754e-01
1.000749999999981128e+03,2.046905603000760965e-01
1.000799999999981083e+03,2.047188964194569527e-01
1.000849999999981037e+03,2.047472324310122271e-01
1.000899999999980992e+03,2.047755683343953081e-01
1.000949999999980946e+03,2.048039041292590845e-01
1.000999999999980901e+03,2.048322398152572776e-01
1.001049999999980855e+03,2.048605753920431649e-01
1.001099999999980810e+03,2.048889108592702180e-01
1.001149999999980764e+03,2.049172462165921582e-01
1.001199999999980719e+03,2.049455814636626516e-01
1.001249999999980673e+03,2.049739166001355861e-01
1.001299999999980628e+03,2.050022516256647387e-01
1.001349999999980582e+03,2.050305865399041361e-01
1.001399999999980537e+03,2.050589213425081103e-01
1.001449999999980491e+03,2.050872560331303829e-01
1.001499999999980446e+03,2.051155906114256466e-01
1.001549999999980400e+03,2.051439250770479283e-01
1.001599999999980355e+03,2.051722594296519764e-01
1.001649999999980309e+03,2.052005936688919285e-01
1.001699999999980264e+03,2.052289277944228385e-01
1.001749999999980218e+03,2.052572618058991216e-01
1.001799999999980173e+03,2.052855957029757483e-01
1.001849999999980128e+03,2.053139294853076335e-01
1.001899999999980082e+03,2.053422631525497200e-01
1.001949999999980037e+03,2.053705967043570890e-01
1.001999999999979991e+03,2.053989301403847945e-01
1.002049999999979946e+03,2.054272634602883341e-01
1.002099999999979900e+03,2.054555966637230391e-01
1.002149999999979855e+03,2.054839297503441298e-01
1.002199999999979809e+03,2.055122627198073260e-01
1.002249999999979764e+03,2.055405955717682642e-01
1.002299999999979718e+03,2.055689283058825256e-01
1.002349999999979673e+03,2.055972609218059965e-01
1.002399999999979627e+03,2.056255934191948409e-01
1.002449999999979582e+03,2.056539257977046120e-01
1.002499999999979536e+03,2.056822580569916681e-01
1.002549999999979491e+03,2.057105901967119788e-01
1.002599999999979445e+03,2.057389222165221521e-01
1.002649999999979400e+03,2.057672541160782131e-01
1.002699999999979354e+03,2.057955858950367978e-01
1.002749999999979309e+03,2.058239175530543197e-01
1.002799999999979264e+03,2.058522490897874979e-01
1.002849999999979218e+03,2.058805805048930238e-01
1.002899999999979173e+03,2.059089117980277550e-01
1.002949999999979127e+03,2.059372429688484940e-01
1.002999999999979082e+03,2.059655740170122373e-01
1.003049999999979036e+03,2.059939049421761481e-01
1.003099999999978991e+03,2.060222357439974727e-01
1.003149999999978945e+03,2.060505664221333189e-01
1.003199999999978900e+03,2.060788969762410716e-01
1.003249999999978854e+03,2.061072274059782272e-01
1.003299999999978809e+03,2.061355577110021708e-01
1.003349999999978763e+03,2.061638878909708150e-01
1.003399999999978718e+03,2.061922179455416282e-01
1.003449999999978672e+03,2.062205478743725784e-01
1.003499999999978627e+03,2.062488776771215782e-01
1.003549999999978581e+03,2.062772073534463735e-01
1.003599999999978536e+03,2.063055369030052655e-01
1.003649999999978490e+03,2.063338663254563055e-01
1.003699999999978445e+03,2.063621956204579333e-01
1.003749999999978400e+03,2.063905247876682836e-01
1.003799999999978354e+03,2.064188538267459627e-01
1.003849999999978309e+03,2.064471827373494939e-01
1.003899999999978263e+03,2.064755115191373724e-01
1.003949999999978218e+03,2.065038401717683436e-01
1.003999999999978172e+03,2.065321686949013469e-01
1.004049999999978127e+03,2.065604970881952107e-01
1.004099999999978081e+03,2.065888253513088468e-01
1.004149999999978036e+03,2.066171534839013058e-01
1.004199999999977990e+03,2.066454814856318878e-01
1.004249999999977945e+03,2.066738093561597545e-01
1.004299999999977899e+03,2.067021370951444559e-01
1.004349999999977854e+03,2.067304647022451536e-01
1.004399999999977808e+03,2.067587921771215087e-01
1.004449999999977763e+03,2.067871195194331269e-01
1.004499999999977717e+03,2.068154467288396969e-01
1.004549999999977672e+03,2.068437738050010744e-01
1.004599999999977626e+03,2.068721007475771145e-01
1.004649999999977581e+03,2.069004275562276729e-01
1.004699999999977535e+03,2.069287542306130767e-01
1.004749999999977490e+03,2.069570807703932647e-01
1.004799999999977445e+03,2.069854071752287583e-01
1.004849999999977399e+03,2.070137334447794686e-01
1.004899999999977354e+03,2.070420595787060836e-01
1.004949999999977308e+03,2.070703855766692358e-01
1.004999999999977263e+03,2.070987114383293914e-01
1.005049999999977217e+03,2.071270371633473217e-01
1.005099999999977172e+03,2.071553627513836593e-01
1.005149999999977126e+03,2.071836882020995363e-01
1.005199999999977081e+03,2.072120135151556408e-01
1.005249999999977035e+03,2.072403386902133826e-01
1.005299999999976990e+03,2.072686637269335885e-01
1.005349999999976944e+03,2.072969886249776406e-01
1.005399999999976899e+03,2.073253133840069484e-01
1.005449999999976853e+03,2.073536380036828108e-01
1.005499999999976808e+03,2.073819624836667486e-01
1.005549999999976762e+03,2.074102868236204489e-01
1.005599999999976717e+03,2.074386110232055991e-01
1.005649999999976671e+03,2.074669350820838865e-01
1.005699999999976626e+03,2.074952589999173036e-01
1.005749999999976581e+03,2.075235827763677321e-01
1.005799999999976535e+03,2.075519064110972478e-01
1.005849999999976490e+03,2.075802299037680099e-01
1.005899999999976444e+03,2.076085532540422052e-01
1.005949999999976399e+03,2.076368764615822982e-01
1.005999999999976353e+03,2.076651995260505035e-01
1.006049999999976308e+03,2.076935224471095076e-01
1.006099999999976262e+03,2.077218452244216362e-01
1.006149999999976217e+03,2.077501678576499644e-01
1.006199999999976171e+03,2.077784903464570121e-01
1.006249999999976126e+03,2.078068126905057156e-01
1.006299999999976080e+03,2.078351348894589279e-01
1.006349999999976035e+03,2.078634569429798629e-01
1.006399999999975989e+03,2.078917788507315956e-01
1.006449999999975944e+03,2.079201006123772288e-01
1.006499999999975898e+03,2.079484222275802263e-01
1.006549999999975853e+03,2.079767436960039129e-01
1.006599999999975807e+03,2.080050650173118354e-01
1.006649999999975762e+03,2.080333861911675131e-01
1.006699999999975716e+03,2.080617072172347704e-01
1.006749999999975671e+03,2.080900280951771264e-01
1.006799999999975626e+03,2.081183488246586000e-01
1.006849999999975580e+03,2.081466694053431821e-01
1.006899999999975535e+03,2.081749898368946694e-01
1.006949999999975489e+03,2.082033101189774138e-01
1.006999999999975444e+03,2.082316302512555450e-01
1.007049999999975398e+03,2.082599502333934982e-01
1.007099999999975353e+03,2.082882700650553753e-01
1.007149999999975307e+03,2.083165897459058891e-01
1.007199999999975262e+03,2.083449092756096410e-01
1.007249999999975216e+03,2.083732286538311496e-01
1.007299999999975171e+03,2.084015478802350718e-01
1.007349999999975125e+03,2.084298669544865368e-01
1.007399999999975080e+03,2.084581858762502293e-01
1.007449999999975034e+03,2.084865046451913895e-01
1.007499999999974989e+03,2.085148232609749519e-01
1.007549999999974943e+03,2.085431417232661011e-01
1.007599999999974898e+03,2.085714600317302991e-01
1.007649999999974852e+03,2.085997781860327305e-01
1.007699999999974807e+03,2.086280961858391347e-01
1.007749999999974762e+03,2.086564140308146131e-01
1.007799999999974716e+03,2.086847317206252383e-01
1.007849999999974671e+03,2.087130492549365834e-01
1.007899999999974625e+03,2.087413666334145268e-01
1.007949999999974580e+03,2.087696838557248358e-01
1.007999999999974534e+03,2.087980009215337496e-01
1.008049999999974489e+03,2.088263178305071466e-01
1.008099999999974443e+03,2.088546345823113493e-01
1.008149999999974398e+03,2.088829511766125968e-01
1.008199999999974352e+03,2.089112676130772395e-01
1.008249999999974307e+03,2.089395838913717107e-01
1.008299999999974261e+03,2.089679000111625273e-01
1.008349999999974216e+03,2.089962159721163448e-01
1.008399999999974170e+03,2.090245317739000130e-01
1.008449999999974125e+03,2.090528474161801875e-01
1.008499999999974079e+03,2.090811628986238013e-01
1.008549999999974034e+03,2.091094782208978708e-01
1.008599999999973988e+03,2.091377933826694124e-01
1.008649999999973943e+03,2.091661083836057200e-01
1.008699999999973898e+03,2.091944232233740042e-01
1.008749999999973852e+03,2.092227379016414479e-01
1.008799999999973807e+03,2.092510524180756781e-01
1.008849999999973761e+03,2.092793667723442386e-01
1.008899999999973716e+03,2.093076809641145897e-01
1.008949999999973670e+03,2.093359949930544417e-01
1.008999999999973625e+03,2.093643088588318102e-01
1.009049999999973579e+03,2.093926225611142666e-01
